code	desc
446.6	Thrombotic microangiopathy
692.83	Dermatitis due to metals
707.01	Pressure ulcer, elbow
362.74	Pigmentary retinal dystrophy
713.8	Arthropathy associated with other conditions classifiable elsewhere
760.76	Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk
052.9	Varicella without mention of complication
428.31	Acute diastolic heart failure
404.10	Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified
008.69	Enteritis due to other viral enteritis
296.45	Bipolar I disorder, most recent episode (or current) manic, in partial or unspecified remission
660.41	Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition
349.0	Reaction to spinal or lumbar puncture
E935.1	Methadone causing averse effects in therapeutic use
V05.8	Need for prophylactic vaccination and inoculation against other specified disease
122.9	Echinococcosis, other and unspecified
V66.7	Encounter for palliative care
V10.43	Personal history of malignant neoplasm of ovary
037	Tetanus
552.20	Ventral, unspecified, hernia with obstruction
493.91	Asthma, unspecified type, with status asthmaticus
722.71	Intervertebral disc disorder with myelopathy, cervical region
053.79	Herpes zoster with other specified complications
339.10	Tension type headache, unspecified
305.51	Opioid abuse, continuous
714.2	Other rheumatoid arthritis with visceral or systemic involvement
V41.0	Problems with sight
701.3	Striae atrophicae
038.10	Staphylococcal septicemia, unspecified
553.01	Femoral hernia without mention of obstruction or gangrene, unilateral or unspecified, recurrent
443.21	Dissection of carotid artery
426.89	Other specified conduction disorders
736.89	Other acquired deformity of other parts of limb
446.20	Hypersensitivity angiitis, unspecified
718.88	Other joint derangement, not elsewhere classified, other specified sites
642.51	Severe pre-eclampsia, delivered, with or without mention of antepartum condition
E979.1	Terrorism involving destruction of aircraft
667.00	Retained placenta without hemorrhage, unspecified as to episode of care or not applicable
296.40	Bipolar I disorder, most recent episode (or current) manic, unspecified
274.03	Chronic gouty arthropathy with tophus (tophi)
808.0	Closed fracture of acetabulum
040.82	Toxic shock syndrome
902.25	Injury to superior mesenteric artery (trunk)
658.80	Other problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable
373.32	Contact and allergic dermatitis of eyelid
386.43	Semicircular canal fistula
237.5	Neoplasm of uncertain behavior of brain and spinal cord
V76.3	Screening for malignant neoplasms of bladder
780.58	Sleep related movement disorder, unspecified
651.23	Quadruplet pregnancy, antepartum condition or complication
212.3	Benign neoplasm of bronchus and lung
786.4	Abnormal sputum
284.9	Aplastic anemia, unspecified
V16.7	Family history of other lymphatic and hematopoietic neoplasms
397.9	Rheumatic diseases of endocardium, valve unspecified
368.46	Homonymous bilateral field defects
746.2	Ebstein's anomaly
005.9	Food poisoning, unspecified
655.20	Hereditary disease in family possibly affecting fetus, affecting management of mother, unspecified as to episode of care or not applicable
255.13	Bartter's syndrome
880.03	Open wound of upper arm, without mention of complication
V53.32	Fitting and adjustment of automatic implantable cardiac defibrillator
735.1	Hallux varus (acquired)
820.22	Closed fracture of subtrochanteric section of neck of femur
789.33	Abdominal or pelvic swelling, mass, or lump, right lower quadrant
V85.21	Body Mass Index 25.0-25.9, adult
482.1	Pneumonia due to Pseudomonas
839.20	Closed dislocation, lumbar vertebra
674.50	Peripartum cardiomyopathy, unspecified as to episode of care or not applicable
327.29	Other organic sleep apnea
553.8	Hernia of other specified sites without mention of obstruction or gangrene
955.1	Injury to median nerve
079.52	Human T-cell lymphotrophic virus, type II [HTLV-II]
209.41	Benign carcinoid tumor of the duodenum
655.80	Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable
674.10	Disruption of cesarean wound, unspecified as to episode of care or not applicable
V06.8	Need for prophylactic vaccination and inoculation against other combinations of diseases
739.9	Nonallopathic lesions, abdomen and other sites
327.33	Circadian rhythm sleep disorder, irregular sleep-wake type
305.22	Cannabis abuse, episodic
897.7	Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated
846.1	Sprain of sacroiliac ligament
303.92	Other and unspecified alcohol dependence, episodic
964.2	Poisoning by anticoagulants
362.63	Lattice degeneration
372.10	Chronic conjunctivitis, unspecified
453.52	Chronic venous embolism and thrombosis of deep vessels of distal lower extremity
794.09	Other nonspecific abnormal results of function study of brain and central nervous system
173.32	Squamous cell carcinoma of skin of other and unspecified parts of face
V28.1	Antenatal screening for raised alpha-fetoprotein levels in amniotic fluid
V10.22	Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses
733.82	Nonunion of fracture
288.03	Drug induced neutropenia
369.10	Moderate or severe impairment, better eye, impairment level not further specified
259.1	Precocious sexual development and puberty, not elsewhere classified
795.13	Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL)
403.00	Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified
379.21	Vitreous degeneration
945.32	Full-thickness skin loss [third degree NOS] of foot
823.20	Closed fracture of shaft of tibia alone
642.30	Transient hypertension of pregnancy, unspecified as to episode of care or not applicable
820.09	Other closed transcervical fracture of neck of femur
444.89	Embolism and thrombosis of other specified artery
807.09	Closed fracture of multiple ribs, unspecified
374.9	Unspecified disorder of eyelid
475	Peritonsillar abscess
099.40	Other nongonococcal urethritis, unspecified
331.82	Dementia with lewy bodies
754.2	Congenital musculoskeletal deformities of spine
756.11	Spondylolysis, lumbosacral region
V07.52	Use of aromatase inhibitors
V12.52	Personal history of thrombophlebitis
617.8	Endometriosis of other specified sites
V12.29	Personal history of other endocrine, metabolic, and immunity disorders
V84.01	Genetic susceptibility to malignant neoplasm of breast
V26.31	Testing of female for genetic disease carrier status
009.3	Diarrhea of presumed infectious origin
053.10	Herpes zoster with unspecified nervous system complication
972.1	Poisoning by cardiotonic glycosides and drugs of similar action
V26.32	Other genetic testing of female
346.91	Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus
213.2	Benign neoplasm of vertebral column, excluding sacrum and coccyx
719.62	Other symptoms referable to joint, upper arm
524.69	Other specified temporomandibular joint disorders
V12.53	Personal history of sudden cardiac arrest
365.11	Primary open angle glaucoma
E926.9	Exposure to unspecified radiation
V66.1	Convalescence following radiotherapy
V66.2	Convalescence following chemotherapy
288.51	Lymphocytopenia
359.71	Inclusion body myositis
651.50	Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable
655.00	Central nervous system malformation in fetus, unspecified as to episode of care or not applicable
V60.9	Unspecified housing or economic circumstance
866.02	Injury to kidney without mention of open wound into cavity, laceration
878.4	Open wound of vulva, without mention of complication
202.60	Malignant mast cell tumors, unspecified site, extranodal and solid organ sites
082.0	Spotted fevers
740.0	Anencephalus
736.20	Unspecified deformity of finger
847.3	Sprain of sacrum
944.10	Erythema [first degree] of hand, unspecified site
953.3	Injury to sacral nerve root
305.91	Other, mixed, or unspecified drug abuse, continuous
V16.49	Family history of malignant neoplasm of other genital organs
314.9	Unspecified hyperkinetic syndrome
847.9	Sprain of unspecified site of back
707.22	Pressure ulcer, stage II
344.42	Monoplegia of upper limb affecting nondominant sde
349.2	Disorders of meninges, not elsewhere classified
365.23	Chronic angle-closure glaucoma
414.11	Aneurysm of coronary vessels
385.32	Cholesteatoma of middle ear
924.11	Contusion of knee
070.51	Acute hepatitis C without mention of hepatic coma
078.4	Foot and mouth disease
595.2	Other chronic cystitis
211.7	Benign neoplasm of islets of Langerhans
290.42	Vascular dementia, with delusions
458.21	Hypotension of hemodialysis
778.0	Hydrops fetalis not due to isoimmunization
300.21	Agoraphobia with panic disorder
997.39	Other respiratory complications
V46.11	Dependence on respirator, status
365.01	Open angle with borderline findings, low risk
173.72	Squamous cell carcinoma of skin of lower limb, including hip
344.2	Diplegia of upper limbs
806.07	Closed fracture of C5-C7 level with anterior cord syndrome
651.10	Triplet pregnancy, unspecified as to episode of care or not applicable
230.3	Carcinoma in situ of colon
162.2	Malignant neoplasm of main bronchus
352.3	Disorders of pneumogastric [10th] nerve
302.79	Psychosexual dysfunction with other specified psychosexual dysfunctions
310.2	Postconcussion syndrome
383.33	Granulations of postmastoidectomy cavity
661.30	Precipitate labor, unspecified as to episode of care or not applicable
748.4	Congenital cystic lung
934.9	Foreign body in respiratory tree, unspecified
846.2	Sprain of sacrospinatus (ligament)
535.01	Acute gastritis, with hemorrhage
618.7	Old laceration of muscles of pelvic floor
173.40	Unspecified malignant neoplasm of scalp and skin of neck
388.2	Sudden hearing loss, unspecified
V49.5	Other problems of limbs
377.75	Cortical blindness
V67.00	Follow-up examination, following surgery, unspecified
362.17	Other intraretinal microvascular abnormalities
017.20	Tuberculosis of peripheral lymph nodes, unspecified
366.16	Senile nuclear sclerosis
207.80	Other specified leukemia, without mention of having achieved remission
655.10	Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable
660.43	Shoulder (girdle) dystocia, antepartum condition or complication
441.5	Aortic aneurysm of unspecified site, ruptured
795.08	Unsatisfactory cervical cytology smear
305.23	Cannabis abuse, in remission
796.1	Abnormal reflex
719.67	Other symptoms referable to joint, ankle and foot
376.6	Retained (old) foreign body following penetrating wound of orbit
301.81	Narcissistic personality disorder
438.82	Other late effects of cerebrovascular disease, dysphagia
572.1	Portal pyemia
238.0	Neoplasm of uncertain behavior of bone and articular cartilage
300.20	Phobia, unspecified
V70.8	Other specified general medical examinations
758.89	Other conditions due to chromosome anomalies
473.8	Other chronic sinusitis
944.28	Blisters, epidermal loss [second degree] of multiple sites of wrist(s) and hand(s)
317	Mild intellectual disabilities
620.8	Other noninflammatory disorders of ovary, fallopian tube, and broad ligament
V10.59	Personal history of malignant neoplasm of other urinary organs
526.3	Central giant cell (reparative) granuloma
711.08	Pyogenic arthritis, other specified sites
651.20	Quadruplet pregnancy, unspecified as to episode of care or not applicable
905.7	Late effect of sprain and strain without mention of tendon injury
235.9	Neoplasm of uncertain behavior of other and unspecified respiratory organs
955.9	Injury to unspecified nerve of shoulder girdle and upper limb
998.9	Unspecified complication of procedure, not elsewhere classified
V45.85	Insulin pump status
388.61	Cerebrospinal fluid otorrhea
V03.81	Other specified vaccinations against hemophilus influenza, type B [Hib]
376.81	Orbital cysts
948.10	Burn [any degree] involving 10-19 percent of body surface with third degree burn, less than 10 percent or unspecified
674.00	Cerebrovascular disorders in the puerperium, unspecified as to episode of care or not applicable
459.30	Chronic venous hypertension without complications
785.3	Other abnormal heart sounds
161.1	Malignant neoplasm of supraglottis
273.3	Macroglobulinemia
V85.31	Body Mass Index 31.0-31.9, adult
527.1	Hypertrophy of salivary gland
338.3	Neoplasm related pain (acute) (chronic)
702.8	Other specified dermatoses
478.25	Edema of pharynx or nasopharynx
750.4	Other specified anomalies of esophagus
V64.00	Vaccination not carried out, unspecified reason
627.4	Symptomatic states associated with artificial menopause
654.40	Other abnormalities in shape or position of gravid uterus and of neighboring structures, unspecified as to episode of care or not applicable
593.5	Hydroureter
310.89	Other specified nonpsychotic mental disorders following organic brain damage
659.61	Elderly multigravida, delivered with or without mention of antepartum condition
745.12	Corrected transposition of great vessels
759.7	Multiple congenital anomalies, so described
V58.81	Fitting and adjustment of vascular catheter
806.20	Closed fracture of T1-T6 level with unspecified spinal cord injury
320.89	Meningitis due to other specified bacteria
535.00	Acute gastritis, without mention of hemorrhage
956.3	Injury to peroneal nerve
730.25	Unspecified osteomyelitis, pelvic region and thigh
996.64	Infection and inflammatory reaction due to indwelling urinary catheter
707.21	Pressure ulcer, stage I
V12.50	Personal history of unspecified circulatory disease
453.77	Chronic venous embolism and thrombosis of other thoracic veins
458.1	Chronic hypotension
995.4	Shock due to anesthesia, not elsewhere classified
998.00	Postoperative shock, unspecified
V91.02	Twin gestation, monochorionic/diamniotic (one placenta, two amniotic sacs)
802.29	Closed fracture of mandible, multiple sites
230.8	Carcinoma in situ of liver and biliary system
345.2	Petit mal status
741.90	Spina bifida without mention of hydrocephalus, unspecified region
366.18	Hypermature cataract
733.7	Algoneurodystrophy
381.4	Nonsuppurative otitis media, not specified as acute or chronic
382.3	Unspecified chronic suppurative otitis media
259.8	Other specified endocrine disorders
160.9	Malignant neoplasm of accessory sinus, unspecified
571.0	Alcoholic fatty liver
330.0	Leukodystrophy
V10.61	Personal history of lymphoid leukemia
256.39	Other ovarian failure
062.3	St. Louis encephalitis
381.81	Dysfunction of Eustachian tube
V15.3	Personal history of irradiation, presenting hazards to health
364.02	Recurrent iridocyclitis
753.6	Atresia and stenosis of urethra and bladder neck
788.62	Slowing of urinary stream
110.0	Dermatophytosis of scalp and beard
367.20	Astigmatism, unspecified
368.47	Heteronymous bilateral field defects
347.01	Narcolepsy, with cataplexy
V58.89	Other specified aftercare
535.41	Other specified gastritis, with hemorrhage
754.89	Other specified nonteratogenic anomalies
647.93	Unspecified infection or infestation of mother, antepartum condition or complication
422.90	Acute myocarditis, unspecified
008.47	Intestinal infection due to other gram-negative bacteria
V25.11	Encounter for insertion of intrauterine contraceptive device
615.1	Chronic inflammatory diseases of uterus, except cervix
V15.06	Allergy to insects and arachnids
041.00	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
383.9	Unspecified mastoiditis
674.12	Disruption of cesarean wound, delivered, with mention of postpartum complication
200.80	Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites
373.31	Eczematous dermatitis of eyelid
915.0	Abrasion or friction burn of finger(s), without mention of infection
236.91	Neoplasm of uncertain behavior of kidney and ureter
764.93	Fetal growth retardation, unspecified, 750-999 grams
V54.13	Aftercare for healing traumatic fracture of hip
702.11	Inflamed seborrheic keratosis
E944.4	Other diuretics causing adverse effects in therapeutic use
598.2	Postoperative urethral stricture
433.01	Occlusion and stenosis of basilar artery with cerebral infarction
517.3	Acute chest syndrome
346.81	Other forms of migraine, with intractable migraine, so stated, without mention of status migrainosus
780.59	Other sleep disturbances
850.12	Concussion, with loss of consciousness from 31 to 59 minutes
784.43	Hypernasality
371.41	Senile corneal changes
V71.2	Observation for suspected tuberculosis
213.6	Benign neoplasm of pelvic bones, sacrum, and coccyx
799.23	Impulsiveness
443.24	Dissection of vertebral artery
009.2	Infectious diarrhea
726.72	Tibialis tendinitis
272.8	Other disorders of lipoid metabolism
305.40	Sedative, hypnotic or anxiolytic abuse, unspecified
388.32	Objective tinnitus
827.0	Other, multiple and ill-defined fractures of lower limb, closed
173.4	
873.1	Open wound of scalp, complicated
301.4	Obsessive-compulsive personality disorder
865.09	Other injury into spleen without mention of open wound into cavity
583.2	Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis
296.23	Major depressive affective disorder, single episode, severe, without mention of psychotic behavior
296.60	Bipolar I disorder, most recent episode (or current) mixed, unspecified
707.06	Pressure ulcer, ankle
723.8	Other syndromes affecting cervical region
216.5	Benign neoplasm of skin of trunk, except scrotum
224.1	Benign neoplasm of orbit
238.6	Neoplasm of uncertain behavior of plasma cells
V87.46	Personal history of immunosuppressive therapy
245.1	Subacute thyroiditis
716.99	Arthropathy, unspecified, multiple sites
756.4	Chondrodystrophy
876.1	Open wound of back, complicated
742.9	Unspecified congenital anomaly of brain, spinal cord, and nervous system
727.66	Nontraumatic rupture of patellar tendon
123.3	Taeniasis, unspecified
296.63	Bipolar I disorder, most recent episode (or current) mixed, severe, without mention of psychotic behavior
054.40	Herpes simplex with unspecified ophthalmic complication
127.4	Enterobiasis
607.9	Unspecified disorder of penis
784.61	Alexia and dyslexia
850.5	Concussion with loss of consciousness of unspecified duration
237.71	Neurofibromatosis, type 1 [von recklinghausen's disease]
289.1	Chronic lymphadenitis
641.20	Premature separation of placenta, unspecified as to episode of care or not applicable
751.4	Anomalies of intestinal fixation
371.40	Corneal degeneration, unspecified
173.42	Squamous cell carcinoma of scalp and skin of neck
056.9	Rubella without mention of complication
212.0	Benign neoplasm of nasal cavities, middle ear, and accessory sinuses
719.04	Effusion of joint, hand
755.57	Macrodactylia (fingers)
V77.6	Screening for cystic fibrosis
877.0	Open wound of buttock, without mention of complication
562.1	
381.9	Unspecified Eustachian tube disorder
V15.49	Other psychological trauma
991.5	Chilblains
345.60	Infantile spasms, without mention of intractable epilepsy
371.00	Corneal opacity, unspecified
362.70	Hereditary retinal dystrophy, unspecified
362.77	Dystrophies primarily involving Bruch's membrane
306.8	Other specified psychophysiological malfunction
251.1	Other specified hypoglycemia
588.1	Nephrogenic diabetes insipidus
944.00	Burn of unspecified degree of hand, unspecified site
152.1	Malignant neoplasm of jejunum
157.0	Malignant neoplasm of head of pancreas
130.9	Toxoplasmosis, unspecified
709.3	Degenerative skin disorders
200.20	Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites
372.02	Acute follicular conjunctivitis
647.20	Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable
824.4	Bimalleolar fracture, closed
484.6	Pneumonia in aspergillosis
305.70	Amphetamine or related acting sympathomimetic abuse, unspecified
316	Psychic factors associated with diseases classified elsewhere
601.0	Acute prostatitis
453.51	Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity
382.00	Acute suppurative otitis media without spontaneous rupture of eardrum
747.41	Total anomalous pulmonary venous connection
478.34	Bilateral paralysis of vocal cords or larynx, complete
374.34	Blepharochalasis
751.5	Other anomalies of intestine
868.02	Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder
724.09	Spinal stenosis, other region
474.11	Hypertrophy of tonsils alone
527.6	Mucocele of salivary gland
453.81	Acute venous embolism and thrombosis of superficial veins of upper extremity
747.21	Anomalies of aortic arch
747.69	Anomalies of other specified sites of peripheral vascular system
900.1	Injury to internal jugular vein
362.36	Venous tributary (branch) occlusion
622.8	Other specified noninflammatory disorders of cervix
V60.89	Other specified housing or economic circumstances
519.02	Mechanical complication of tracheostomy
291.0	Alcohol withdrawal delirium
117.7	Zygomycosis [Phycomycosis or Mucormycosis]
233.7	Carcinoma in situ of bladder
631.8	Other abnormal products of conception
310.81	Pseudobulbar affect
655.90	Unspecified suspected fetal abnormality, affecting management of mother, unspecified as to episode of care or not applicable
996.01	Mechanical complication due to cardiac pacemaker (electrode)
707.25	Pressure ulcer, unstageable
049.9	Unspecified non-arthropod-borne viral diseases of central nervous system
379.50	Nystagmus, unspecified
238.79	Other lymphatic and hematopoietic tissues
236.0	Neoplasm of uncertain behavior of uterus
719.66	Other symptoms referable to joint, lower leg
524.02	Major anomalies of jaw size, mandibular hyperplasia
524.03	Major anomalies of jaw size, maxillary hypoplasia
374.84	Cysts of eyelids
958.90	Compartment syndrome, unspecified
512.1	Iatrogenic pneumothorax
780.64	Chills (without fever)
813.51	Open Colles' fracture
715.26	Osteoarthrosis, localized, secondary, lower leg
V53.31	Fitting and adjustment of cardiac pacemaker
648.73	Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication
719.95	Unspecified disorder of joint, pelvic region and thigh
831.02	Closed posterior dislocation of humerus
752.7	Indeterminate sex and pseudohermaphroditism
719.60	Other symptoms referable to joint, site unspecified
999.59	Other serum reaction
620.5	Torsion of ovary, ovarian pedicle, or fallopian tube
785.59	Other shock without mention of trauma
867.4	Injury to uterus, without mention of open wound into cavity
173.41	Basal cell carcinoma of scalp and skin of neck
482.30	Pneumonia due to Streptococcus, unspecified
V10.41	Personal history of malignant neoplasm of cervix uteri
924.5	Contusion of unspecified part of lower limb
191.3	Malignant neoplasm of parietal lobe
V23.2	Supervision of high-risk pregnancy with history of abortion
738.19	Other specified acquired deformity of head
615.9	Unspecified inflammatory disease of uterus
746.86	Congenital heart block
532.30	Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction
368.13	Visual discomfort
290.13	Presenile dementia with depressive features
127.0	Ascariasis
365.63	Glaucoma associated with vascular disorders
802.39	Open fracture of mandible, multiple sites
V10.01	Personal history of malignant neoplasm of tongue
802.36	Open fracture of mandible, symphysis of body
742.8	Other specified congenital anomalies of nervous system
996.73	Other complications due to renal dialysis device, implant, and graft
293.81	Psychotic disorder with delusions in conditions classified elsewhere
293.83	Mood disorder in conditions classified elsewhere
191.2	Malignant neoplasm of temporal lobe
V43.5	Bladder replaced by other means
971.1	Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
365.13	Pigmentary open-angle glaucoma
429.83	Takotsubo syndrome
518.82	Other pulmonary insufficiency, not elsewhere classified
142.9	Malignant neoplasm of salivary gland, unspecified
808.53	Multiple open pelvic fractures with disruption of pelvic circle
282.42	Sickle-cell thalassemia with crisis
E884.2	Accidental fall from chair
218.0	Submucous leiomyoma of uterus
682.1	Cellulitis and abscess of neck
293.1	Subacute delirium
792.9	Other nonspecific abnormal findings in body substances
759.81	Prader-Willi syndrome
948.80	Burn [any degree] involving 80-89 percent of body surface with third degree burn, less than 10 percent or unspecified
742.4	Other specified congenital anomalies of brain
386.19	Other peripheral vertigo
379.29	Other disorders of vitreous
209.43	Benign carcinoid tumor of the ileum
828.0	Closed multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum
339.89	Other headache syndromes
388.5	Disorders of acoustic nerve
443.1	Thromboangiitis obliterans [Buerger's disease]
304.23	Cocaine dependence, in remission
V65.45	Counseling on other sexually transmitted diseases
965.1	Poisoning by salicylates
783.40	Lack of normal physiological development, unspecified
428.33	Acute on chronic diastolic heart failure
745.61	Ostium primum defect
650	Normal delivery
V24.2	Routine postpartum follow-up
524.23	Malocclusion, Angle's class III
239.2	Neoplasm of unspecified nature of bone, soft tissue, and skin
882.1	Open wound of hand except finger(s) alone, complicated
643.03	Mild hyperemesis gravidarum, antepartum condition or complication
802.20	Closed fracture of mandible, unspecified site
337.00	Idiopathic peripheral autonomic neuropathy, unspecified
V23.1	Supervision of high-risk pregnancy with history of trophoblastic disease
646.93	Unspecified complication of pregnancy, antepartum condition or complication
084.6	Malaria, unspecified
V03.1	Need for prophylactic vaccination and inoculation against typhoid-paratyphoid alone [TAB]
V75.1	Screening examination for malaria
041.03	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group C
307.1	Anorexia nervosa
478.0	Hypertrophy of nasal turbinates
295.92	Unspecified schizophrenia, chronic
802.35	Open fracture of mandible, angle of jaw
524.12	Anomalies of relationship of jaw to cranial base, other jaw asymmetry
195.2	Malignant neoplasm of abdomen
200.70	Large cell lymphoma, unspecified site, extranodal and solid organ sites
661.23	Other and unspecified uterine inertia, antepartum condition or complication
997.91	Complications affecting other specified body systems, not elsewhere classified, hypertension
749.00	Cleft palate, unspecified
346.92	Migraine, unspecified, without mention of intractable migraine with status migrainosus
V28.82	Encounter for screening for risk of pre-term labor
729.30	Panniculitis, unspecified site
989.5	Toxic effect of venom
275.02	Hemochromatosis due to repeated red blood cell transfusions
437.5	Moyamoya disease
661.90	Unspecified abnormality of labor, unspecified as to episode of care or not applicable
649.10	Obesity complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable
213.0	Benign neoplasm of bones of skull and face
651.70	Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable
789.7	Colic
380.03	Chondritis of pinna
752.36	Arcuate uterus
765.29	37 or more completed weeks of gestation
916.2	Blister of hip, thigh, leg, and ankle, without mention of infection
017.90	Tuberculosis of other specified organs, unspecified
E935.2	Other opiates and related narcotics causing adverse effects in therapeutic use
931	Foreign body in ear
644.10	Other threatened labor, unspecified as to episode of care or not applicable
389.22	Mixed hearing loss, bilateral
209.26	Malignant carcinoid tumor of midgut, not otherwise specified
911.0	Abrasion or friction burn of trunk, without mention of infection
659.90	Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable
984.9	Toxic effect of unspecified lead compound
E980.9	Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted
V64.09	Vaccination not carried out for other reason
996.76	Other complications due to genitourinary device, implant, and graft
659.40	Grand multiparity, unspecified as to episode of care or not applicable
310.1	Personality change due to conditions classified elsewhere
299.90	Unspecified pervasive developmental disorder, current or active state
372.71	Hyperemia of conjunctiva
996.41	Mechanical loosening of prosthetic joint
145.0	Malignant neoplasm of cheek mucosa
458.8	Other specified hypotension
208.00	Acute leukemia of unspecified cell type, without mention of having achieved remission
411.81	Acute coronary occlusion without myocardial infarction
148.9	Malignant neoplasm of hypopharynx, unspecified site
V84.02	Genetic susceptibility to malignant neoplasm of ovary
V14.9	Personal history of allergy to unspecified medicinal agent
621.4	Hematometra
296.00	Bipolar I disorder, single manic episode, unspecified
758.31	Cri-du-chat syndrome
V14.6	Personal history of allergy to analgesic agent
V77.7	Screening for other inborn errors of metabolism
V39.01	Liveborn, unspecified whether single, twin or multiple, born in hospital, delivered by cesarean section
822.1	Open fracture of patella
345.41	Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy
768.3	Fetal distress first noted during labor and delivery, in liveborn infant
733.03	Disuse osteoporosis
784.92	Jaw pain
362.56	Macular puckering
370.9	Unspecified keratitis
271.0	Glycogenosis
E930.0	Penicillins causing adverse effects in therapeutic use
629.20	Female genital mutilation status, unspecified
644.13	Other threatened labor, antepartum condition or complication
755.34	Longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete)
V91.01	Twin gestation, monochorionic/monoamniotic (one placenta, one amniotic sac)
524.04	Major anomalies of jaw size, mandibular hypoplasia
524.06	Major anomalies of jaw size, microgenia
799.25	Demoralization and apathy
631	
040.1	Rhinoscleroma
512.8	
V28.81	Encounter for fetal anatomic survey
441.1	Thoracic aneurysm, ruptured
743.00	Clinical anophthalmos, unspecified
765.28	35-36 completed weeks of gestation
802.30	Open fracture of mandible, unspecified site
244.3	Other iatrogenic hypothyroidism
144.9	Malignant neoplasm of floor of mouth, part unspecified
726.39	Other enthesopathy of elbow region
812.42	Closed fracture of lateral condyle of humerus
824.2	Fracture of lateral malleolus, closed
848.5	Sprain of pelvic
661.00	Primary uterine inertia, unspecified as to episode of care or not applicable
474.00	Chronic tonsillitis
159.0	Malignant neoplasm of intestinal tract, part unspecified
996.44	Peri-prosthetic fracture around prosthetic joint
871.0	Ocular laceration without prolapse of intraocular tissue
564.02	Outlet dysfunction constipation
955.0	Injury to axillary nerve
618.2	Uterovaginal prolapse, incomplete
721.91	Spondylosis of unspecified site, with myelopathy
391.9	Acute rheumatic heart disease, unspecified
850.9	Concussion, unspecified
344.41	Monoplegia of upper limb affecting dominant side
723.3	Cervicobrachial syndrome (diffuse)
162.4	Malignant neoplasm of middle lobe, bronchus or lung
863.89	Injury to other gastrointestinal sites, without mention of open wound into cavity
381.61	Osseous obstruction of Eustachian tube
196.0	Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck
730.07	Acute osteomyelitis, ankle and foot
337.1	Peripheral autonomic neuropathy in disorders classified elsewhere
873.51	Open wound of cheek, complicated
652.00	Unstable lie, unspecified as to episode of care or not applicable
V61.06	Family disruption due to child in foster care or in care of non-parental family member
813.06	Closed fracture of neck of radius
455.9	Residual hemorrhoidal skin tags
802.28	Closed fracture of mandible, body, other and unspecified
V40.2	Other mental problems
V62.85	Homicidal ideation
233.32	Carcinoma in situ, vulva
E933.1	Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use
590.10	Acute pyelonephritis without lesion of renal medullary necrosis
E880.9	Accidental fall on or from other stairs or steps
292.84	Drug-induced mood disorder
194.1	Malignant neoplasm of parathyroid gland
V49.62	Other finger(s) amputation status
V12.02	Personal history of poliomyelitis
865.00	Injury to spleen without mention of open wound into cavity, unspecified injury
768.2	Fetal distress before onset of labor, in liveborn infant
633.80	Other ectopic pregnancy without intrauterine pregnancy
011.94	Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
715.37	Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot
362.02	Proliferative diabetic retinopathy
606.0	Azoospermia
745.0	Common truncus
V52.9	Fitting and adjustment of unspecified prosthetic device
648.94	Other current conditions classifiable elsewhere of mother, postpartum condition or complication
