code	name
86844	DICLOFENAC POTASSIUM 25 MG CAP
20558	CLINDAMYCIN 600 MG/50 ML IN DEXTROSE 5% INTRAVENOUS PIGGYBACK
92485	METHYLPREDNISOLONE SOD SUCC (PF) 125 MG/2 ML SOLUTION FOR INJECTION
46575	DAIRYCARE ORAL
59101	Q-PAP ORAL
106881	NETTLE ROOT (BULK) MISC
14770	CLARITHROMYCIN 250 MG/5 ML ORAL SUSP
1206	METHOTREXATE SODIUM 20 MG SOLUTION FOR INJECTION
85985	MELATONIN (BULK) MISC
49530	FLUTICASONE INHL
59695	RITUXAN IV
73068	PHENYLEPHRINE-DM-ACETAMINOPHEN 5 MG-10 MG-325 MG/15 ML ORAL LIQUID
94302	PIOGLITAZONE 30 MG-METFORMIN ER 1,000 MG TABLET,EXTEND RELEASE 24HR MP
47110	DHEA ORAL
49576	FOLBEE ORAL
74568	VITAMIN B COMP WITH VIT C NO.6 500 MG-0.5 MG TAB
78371	FERROUS GLUCONATE 225 MG (27 MG IRON) TABLET
63624	VALPROIC ACID ORAL
25637	POTASSIUM 20 MG CHEWABLE TABLET
5947	QUINAPRIL-HYDROCHLOROTHIAZIDE 10 MG-12.5 MG TABLET
20460	BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT
108325	DOLUTEGRAVIR 50 MG TABLET
111014	PRENATAL VITAMINS NO.42-FOLIC ACID 1.4 MG CHEW TABLET,IR & DR,BIPHASE
57393	PERDIEM ORAL
4596	GALANTAMINE 12 MG TABLET
65288	INSULIN DETEMIR SUBQ
98379	AXIRON TD
28641	TOLNAFTATE 1 % TOPICAL SPRAY
98150	IRON SUCROSE 50 MG/2.5 ML IRON IV
51393	IMURAN ORAL
13411	TRIMETHOPRIM-POLYMYXIN B 0.1 %-10,000 UNIT/ML EYE DROPS
60463	SIMILASAN OPHT
44189	CALCIUM LACTATE ORAL
49904	GAVISCON EXTRA STRENGTH ORAL
87060	CORVITA 150 ORAL
102921	MYRBETRIQ 50 MG TABLET,EXTENDED RELEASE
10896	PROMETHAZINE 25 MG/5 ML SYRUP
44162	CALCIUM CITRATE + ORAL
39089	PSYLLIUM HUSK-CALCIUM 1 GRAM-60 MG CAPSULE
64702	ZESTORETIC ORAL
29048	INHALATIONAL SPACING DEVICE
54099	METHAZOLAMIDE ORAL
5742	ALCLOMETASONE 0.05 % TOPICAL CREAM
42441	ATARAX ORAL
9510	VENLAFAXINE 100 MG TAB
44691	CEFTRIAXONE INJ
53172	LOESTRIN 1/20 (21) ORAL
107528	TRAMETINIB 2 MG TABLET
52861	LEVORA-28 ORAL
54911	MULTIVITAMINS W/C ORAL
3995	MELPHALAN 2 MG TABLET
838	THIORIDAZINE 10 MG TABLET
42030	APIDRA SUBQ
62198	THERA TEARS OPHT
62066	TENORETIC 50 ORAL
40841	ACYCLOVIR ORAL
30871	CALCIUM CARBONATE 185 MG TABLET
80415	GLUCOSAMINE HCL ORAL
400694	HYDRALAZINE IVPB
49066	FENTANYL (BULK) MISC
13767	HEXAVITAMIN TABLET
19725	CLORAZEPATE DIPOTASSIUM 7.5 MG TAB
57547	PHENOBARBITAL ORAL
101985	SYSTANE ULTRA (PF) OPHT
37838	PROGESTERONE 100 MG VAGINAL SUPPOSITORY
86512	LAMOTRIGINE ER 50 MG TABLET,EXTENDED RELEASE 24 HR
37445	ECHINACEA 125 MG CAP
28354	TYLENOL PM EXTRA STRENGTH 25 MG-500 MG TABLET
40690	ACETAZOLAMIDE ORAL
56987	PANCRELIPASE ORAL
9980	THYROID (BULK) POWDER
34949	METHYLPHENIDATE ER 10 MG MULTIPHASE CAP 50-50
55074	N-ACETYL-L-CYSTEINE MISC
28448	LEVOFLOXACIN IN D5W 750 MG/150 ML IV PIGGY BACK
75299	RESOURCE 2.0 ORAL
11099	PROPAFENONE 225 MG TABLET
300093	CHOLESTYRAMINE OINTMENT
103161	LURASIDONE 120 MG TABLET
43154	BENADRYL ALLERGY-SINUS ORAL
111577	FLUARIX QUAD 2014-2015 (PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRINGE
15122	LIDOCAINE 2 % MUCOSAL SOLN
86606	TAPENTADOL 75 MG TABLET
15806	CLEMASTINE 2.68 MG TABLET
46239	CRANBERRY EXTRACT ORAL
10233	SODIUM CHLORIDE 0.9 % INJECTION SOLUTION
45000	CHILDREN'S BENADRYL ALLERGY ORAL
38565	EXENATIDE 5 MCG/0.02 ML PER DOSE SUBCUTANEOUS PEN INJECTOR
87578	NUT.TX IMPAIRED DIGESTIVE FUNCTION 0.037 GRAM-1.04 KCAL/ML ORAL LIQUID
47242	DIAZEPAM (BULK) MISC
31336	CRANBERRY FRUIT 475 MG CAPSULE
73869	ALUMINUM-MAGNESIUM HYDROXIDE 500 MG-500 MG/5 ML ORAL SUSP
54065	METAFIBER ORAL
53208	LOPID ORAL
109216	ACETYLCARNITINE HCL 400 MG-ALPHA LIPOIC ACID 200 MG CAPSULE
19296	LACTINEX 1 MILLION CELL CHEWABLE TABLET
81826	ALIGN ORAL
64118	VITAMIN B-12 SL
27972	APREPITANT 80 MG CAPSULE
65550	RANEXA ORAL
86032	OREGANO OIL ORAL
1190	PILOCARPINE 5 MG TABLET
14515	DEXTROAMPHETAMINE-AMPHETAMINE 15 MG TABLET
13681	PIPERACILLIN-TAZOBACTAM 2.25 GRAM/50 ML IN DEXTROSE(ISO) IV PIGGY BACK
11111	BECLOMETHASONE DIPROPIONATE (AQUEOUS) 42 MCG (0.042 %) NASAL SPRAY
39844	COENZYME Q10-VITAMIN E 100 MG-100 UNIT CAPSULE
2131	HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION
75902	METHADONE (BULK) MISC
41158	ALCLOMETASONE TOP
86167	TURMERIC (BULK) MISC
20618	TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE DROPS, SUSP
5526	MILK THISTLE 200 MG CAP
4704	HYDROMORPHONE 8 MG TABLET
44406	CARBATROL ORAL
39779	FOLIC ACID-VIT B6-VIT B12 2.2 MG-25 MG-1 MG TABLET
48961	FASLODEX IM
55130	NALTREXONE ORAL
6053	FOLIC ACID 20 MG CAPSULE
300040	GRADE 0 MOUTHWASH
97606	NESTABS DHA ORAL
60285	SEREVENT INHL
102091	VITAMIN-D + OMEGA-3 ORAL
41741	AMOXICILLIN-POT CLAVULANATE ORAL
66197	INSULIN NEEDLES (DISPOSABLE) 31 X 3/16"
48929	FABB ORAL
28917	TRUETRACK TEST STRIPS
54699	MORPHINE IV
51603	INSULIN CARTRIDGE MISC
13706	ALBUTEROL SULFATE 2 MG/5 ML SYRUP
7708	METOPROLOL TARTRATE 50 MG-HYDROCHLOROTHIAZIDE 25 MG TABLET
94844	CALCIUM-VITAMIN D ORAL
113697	CARBIDOPA ER 23.75 MG-LEVODOPA 95 MG CAPSULE,EXTENDED RELEASE
63178	TYLENOL ARTHRITIS PAIN ORAL
98812	TESTOSTERONE ENANTHATE (BULK) 100 % POWDER
93764	CALCIUM CARB&CIT-MAG12-VIT D3 ORAL
73625	GLUMETZA ORAL
47449	DIPHENHYDRAMINE HCL ORAL
101539	IODINE ORAL
23692	PULMO-AIDE COMPRESSOR
15707	MOEXIPRIL-HYDROCHLOROTHIAZIDE 7.5 MG-12.5 MG TAB
41802	ANASTROZOLE ORAL
58258	PRECARE PRENATAL ORAL
12775	VERAPAMIL ER (PM) 200 MG CAP 24HR PELLET CT
72276	CHANTIX ORAL
56818	PABA ORAL
12543	ACETAMINOPHEN-PAMABROM 500 MG-25 MG TABLET
55736	NITROFURANTOIN ORAL
50403	GRAPE SEED EXTRACT ORAL
18862	FEXOFENADINE 60 MG-PSEUDOEPHEDRINE ER 120 MG TABLET,EXT.RELEASE,12 HR
64123	VITAMIN B-COMPLEX W/VIT C & E ORAL
77612	BUDESONIDE-FORMOTEROL INHL
15147	BUSPIRONE 7.5 MG TABLET
62273	THERAVITE ORAL
25599	CALCIUM CARBONATE 600 MG (1.5 GRAM) CHEWABLE TABLET
45225	CHOLECALCIFEROL (VITAMIN D3) ORAL
49448	FLUCONAZOLE ORAL
95570	THIAMINE MONONITRATE 100 MG TABLET
54815	MULTI-VITAMIN HP/MINERALS ORAL
60237	SENOKOT ORAL
59418	RENAL CAPS ORAL
48602	ESTRADIOL VALERATE IM
24435	MULTIVITAMIN,TX WITH IRON,CALCIUM,FOLIC ACID & MIN TAB
56614	OS-CAL 500 + D ORAL
47578	DOCUSATE SODIUM ORAL
44045	CAL-MAG-VIT D2-MULTIVITAMIN-ZN ORAL
96856	CEFTAROLINE FOSAMIL 400 MG INTRAVENOUS SOLUTION
61881	TAGAMET ORAL
20293	ERYTHROMYCIN-BENZOYL PEROXIDE 3 %-5 % TOPICAL GEL
5982	PHENTERMINE 15 MG CAPSULE
1211	DIGESTIVE ENZYMES CAPSULE
79963	LITHIUM ASPARTATE 20 MG CAP
75972	LISDEXAMFETAMINE 50 MG CAPSULE
54995	MVI, ADULT NO.1 WITH VIT K IV
55661	NIFEDICAL XL ORAL
59474	REQUIP ORAL
13249	DOXERCALCIFEROL 2 MCG/ML (1 ML) IV
4620	METRONIDAZOLE 0.75 % VAGINAL GEL
400920	TREPROSTINIL IV INFUSION
111750	CLONIDINE HCL ORAL
65576	HEPARIN (PORCINE) IN D5W 20,000 UNIT/500 ML IV
24417	MULTIVIT-MINERAL-IRON-LUTEIN TABLET
13941	MAGNESIUM 100 MG CAPSULE
4028	DEFEROXAMINE 500 MG SOLUTION FOR INJECTION
73084	FLUTICASONE-SALMETEROL 45 MCG-21 MCG/ACTUATION HFA AEROSOL INHALER
15966	DIPYRIDAMOLE 50 MG TAB
49298	FLECAINIDE ORAL
78152	VERAMYST NASL
41786	ANALGESIC BALM TOP
93456	VANCOMYCIN 1 GRAM/100 ML IN DEXTROSE 5 % IV
85972	LPS 15-30 ORAL
55037	MYFORTIC ORAL
109022	VORTIOXETINE 5 MG TABLET
64690	ZEGERID ORAL
9225	CICLOPIROX 8 % TOPICAL SOLUTION
43132	BELLADONNA-PHENOBARBITAL ORAL
76691	CALCIUM CARB-VIT D3-MINERALS 600 MG CALCIUM-200 UNIT TABLET
79202	PRAMOXINE-ZINC OXIDE 1 %-5 % TOPICAL CREAM
21038	BIOTIN 500 MCG CAPSULE
15946	ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE
51619	INSULIN PORK INJ
62129	TESTOSTERONE IMPL
64472	XELODA ORAL
109203	OMEGA-3S-DHA-EPA-FISH OIL 120 MG-180 MG-60 MG-1,200 MG CAPSULE, DR
11889	ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSP
44825	CEROVITE ORAL
77924	NEUPRO TD
48517	ERRIN ORAL
2644	OXYCODONE-ACETAMINOPHEN 5 MG-500 MG TAB
77744	FLUTICASONE FUROATE NASL
104620	ILEVRO 0.3 % EYE DROPS
66123	TRAZODONE-DIETARY SUPP #8 50 MG ORAL COMBO PACK
99829	TAFLUPROST (PF) 0.0015 % EYE DROPPERETTE
78338	DALTEPARIN (PORCINE) 12,500 UNIT/0.5 ML SUB-Q SYRINGE
26507	MAGNESIUM OXIDE-MAGNESIUM AMINO ACID CHELATE 300 MG CAPSULE
63743	VENIPHLEX ORAL
45646	CODEINE-GUAIFENESIN ORAL
51125	HYDROCORTISONE ORAL
50440	GUAICON DMS ORAL
58359	PRENATAL #2 ORAL
111338	CLONIDINE HCL (BULK) MISC
61865	TAB A VITE ORAL
2291	ERYTHROMYCIN 500 MG TAB
99750	COENZYME Q10 50 MG TABLET
49770	FUROSEMIDE INJ
76556	CARBOXYMETHYLCELLULOSE-GLYCERIN 0.5 %-0.9 % EYE DROPS
62065	TENORETIC 100 ORAL
26601	CARBOXYMETHYLCELLULOSE SODIUM 1 % EYE DROPPERETTE
103464	ICAPS AREDS ORAL
38302	S-ADENOSYLMETHIONINE 400 MG TABLET
400919	ACETAMINOPHEN 650 MG IN STERILE DILUENT 65 ML IVPB
16534	MOMETASONE 0.1 % TOPICAL OINTMENT
10705	HYDROCODONE-HOMATROPINE 5 MG-1.5 MG TAB
19469	GLUCOSAMINE-CHONDROITIN 500 MG-400 MG CAPSULE
111432	TANZEUM SUBQ
48410	EPA FISH OIL ORAL
15992	FOSINOPRIL-HYDROCHLOROTHIAZIDE 10 MG-12.5 MG TAB
73714	QUASENSE ORAL
17838	NITROGLYCERIN 0.5 MG/ML IV
73557	CHLORASEPTIC THROAT SPRAY MM
59558	RESTORE-X ORAL
79827	CITRANATAL 90 DHA (NEW FORMULA ORAL
28613	DEXTRAN 70-HYPROMELLOSE EYE DROPS IN A DROPPERETTE
39026	CEFTRIAXONE 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOT) INTRAVENOUS PIGGYBACK
400648	METRONIDAZOLE 250 MG/50 ML ISO-OSMOTIC SOLUTION
43409	BIDIL ORAL
15577	BD REGULAR BEVEL NEEDLES 22 X 1 1/2"
52847	LEVOFLOXACIN IN D5W IV
11046	CODEINE-BUTALBITAL-ASA-CAFFEINE 30 MG-50 MG-325 MG-40 MG CAPSULE
98413	GLUCOSAMINE-CONDROITIN-HRB#182 ORAL
16199	POLYETHYLENE GLYCOL 3350 POWDER
19753	PNEUMOCOCCAL 23-VALPS VACCINE 25 MCG/0.5 ML INJECTION
52850	LEVOFLOXACIN ORAL
36581	CEFTAZIDIME 2 GRAM/50 ML IN DEXTROSE (ISO-OSM) INTRAVENOUS PIGGYBACK
88434	TELMISARTAN-AMLODIPINE 40 MG-5 MG TAB
101984	SYSTANE (PF) OPHT
9425	PRAZOSIN 5 MG CAPSULE
50158	GLIPIZIDE-METFORMIN ORAL
80539	ALISKIREN 150 MG-HYDROCHLOROTHIAZIDE 25 MG TABLET
86089	RISPERIDONE M-TAB ORAL
92370	FUROSEMIDE IN 0.9 % SODIUM CHLORIDE 100 MG/100 ML (1 MG/ML) IV
52598	LACTOBACILLUS ACIDOPH-PECTIN ORAL
110798	PRENATAL VITAMINS LOW IRON ORAL
97523	TESTOSTERONE 10 MG/0.5 GRAM PER ACTUATION TRANSDERMAL GEL PUMP
400904	MORPHINE 4 MG IVPB
74933	LORATADINE 5 MG CHEWABLE TAB
310009	CINNAMON 1000 MG CAP
10793	LODOXAMIDE TROMETHAMINE 0.1 % EYE DROPS
55855	NORDITROPIN SUBQ
12147	PIPERACILLIN-TAZOBACTAM 4.5 GRAM IV SOLUTION
110160	HYDROCODONE BITARTRATE ORAL
59688	RISPERIDONE ORAL
55272	NATURAL VEGETABLE FIBER ORAL
51600	INSULIN ASP PRT-INSULIN ASPART SUBQ
400159	HYDROCORTISONE IVPB
53317	LUPRON DEPOT (4 MONTH) IM
84548	COENZYME Q10-RED YEAST RICE 60 MG-600 MG CAPSULE
47634	DORYX ORAL
90688	CAL MAG ZINC + D3 ORAL
20741	ROSIGLITAZONE 2 MG TABLET
18199	ESTRADIOL 0.0375 MG/24 HR SEMIWEEKLY TRANSDERM PATCH
90808	VIT A & D3 IN COD LIVER OIL ORAL
44444	CARBODEX DM ORAL
51598	INSULIN ADMIN SUPPL. W/LANCETS MISC
55908	NORTUSS ORAL
57399	PERI-COLACE ORAL
4463	NEUPOGEN 300 MCG/0.5 ML INJECTION SYRINGE
73875	INSULIN LISPRO PROTAMINE& LISPRO 100 UNIT/ML (50-50) SUBCUTANEOUS SUSP
93688	OYSTER SHELL + D3 ORAL
63205	TYLENOL-CODEINE #4 ORAL
97456	ETRAVIRINE 200 MG TABLET
53239	LOTEMAX OPHT
12044	DORNASE ALFA 1 MG/ML SOLN FOR INHALATION
25984	VITAMIN A-VITAMIN C-VIT E-MIN ER TAB
11104	ALTACE 10 MG CAP
53275	LUBRICANT EYE DROPS OPHT
41812	ANDROGEL TD
93635	GLUCOSAMINE-CHOND-MSM COMPLEX ORAL
85237	L NORGEST&E ESTRADIOL-E ESTRAD 0.10 MG-20 MCG (84)/10 MCG(7) 3MOS PACK
37533	FENOFIBRATE MICRONIZED 43 MG CAPSULE
38096	FLOVENT HFA 220 MCG/ACTUATION AEROSOL INHALER
80817	IRON (DRIED) ORAL
113070	SUVOREXANT 20 MG TABLET
6541	CAPSAICIN 0.075 % TOPICAL CREAM
100470	HEPARIN (PORCINE) 5,000 UNIT/1,000 ML IN 0.9 % SODIUM CHLORIDE IV SOLN
43533	BLACK COHOSH XT-DONG QUAI XT ORAL
80186	HUMALOG KWIKPEN 100 UNIT/ML SUBCUTANEOUS
62022	TEMAZEPAM ORAL
52344	KETOCONAZOLE ORAL
4670	TRANYLCYPROMINE 10 MG TABLET
49593	FOLGARD RX ORAL
83468	VENLAFAXINE ER 150 MG TABLET,EXTENDED RELEASE 24 HR
58205	PRAMIPEXOLE ORAL
47296	DIFLUCAN ORAL
28799	CANE
50436	GUAIATUSSIN AC ORAL
802	PENTOSAN POLYSULFATE SODIUM 100 MG CAPSULE
106595	CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML ORAL DROPS
29482	LACTOBACILLUS ACIDOPHILUS CHEWABLE TABLET
1518	HYDROCORTISONE 0.25 % LOTION
31406	OLANZAPINE-FLUOXETINE 12 MG-25 MG CAPSULE
85362	EVEROLIMUS 5 MG TABLET
29765	CLOZAPINE 12.5 MG TABLET
66221	RASAGILINE 0.5 MG TABLET
18858	NAPROXEN SODIUM 275 MG TABLET
79403	DILANTIN EXTENDED ORAL
64835	ZOMETA IV
16660	BETHANECHOL CHLORIDE 50 MG TABLET
12475	METHOTREXATE SODIUM 15 MG TABLET
51192	HYDROXYUREA ORAL
52184	K-PHOS MF ORAL
50437	GUAIATUSSIN DM ORAL
108130	FLUTICASONE-VILANTEROL INHL
40790	ACTIGALL ORAL
42418	ASTHMANEFRIN NEBULIZER MISC
4030	IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION
59189	QUININE SULFATE ORAL
64883	ZYVOX IV
52504	L-CARNITINE MISC
85859	DEXLANSOPRAZOLE ORAL
64171	VITAMIN E-400 ORAL
65750	L-METHYLFOLATE ORAL
64869	ZYBAN ORAL
73441	JANUVIA 50 MG TABLET
21457	PAROXETINE ER 37.5 MG TABLET,EXTENDED RELEASE 24 HR
14085	PERPHENAZINE 4 MG TAB
415	LEVOBUNOLOL 0.5 % EYE DROPS
98593	ONE DAILY FOR MEN 50+ ADVANCED ORAL
11654	SAW PALMETTO 160 MG CAPSULE
9309	LAMIVUDINE-ZIDOVUDINE 150 MG-300 MG TAB
7093	FENOFIBRATE MICRONIZED 67 MG CAPSULE
62684	TRAVOPROST OPHT
91899	EASY COMFORT LANCETS 30 GAUGE
25707	RHO(D) IMMUNE GLOBULIN 1,500 UNIT (300 MCG) INTRAMUSCULAR SYRINGE
400018	VANCOMYCIN >500 MG D5W
77795	HYDROMORPHONE (PF) INJ
13913	NIACIN ER 250 MG TAB
111816	HAIR,SKIN & NAILS (FA-BIOTIN) ORAL
94465	JALYN 0.5 MG-0.4 MG CAPSULE, EXTENDED RELEASE
72629	VITAMIN B COMPLEX & VITAMIN C NO.4 150 MG TAB
62194	THERA M PLUS ORAL
51060	HYDREA ORAL
3209	BETAXOLOL 20 MG TABLET
27666	NOVOLOG FLEXPEN 100 UNIT/ML SUBCUTANEOUS
6462	LEFLUNOMIDE 10 MG TABLET
13066	METHYLCELLULOSE (LAXATIVE) 500 MG TABLET
35320	GLUCO SULFATE NACL-CHOND SU NA 750 MG-600 MG TAB
107229	PRENATAL VITAMIN#113-IRON 24 MG-FA 1 MG-OMEG3 272 MG-DHA-EPA ORAL PACK
13041	BUTALBITAL-ACETAMINOPHEN-CAFFEINE-CODEINE 50 MG-325 MG-40 MG-30 MG CAP
105136	BUDESONIDE DR & ER 9 MG TABLET,DELAYED & EXTENDED RELEASE
26370	LAMIVUDINE 300 MG TAB
37697	CEFAZOLIN 2 GRAM/100 ML IN DEXTROSE 5 % INTRAVENOUS SOLUTION
53889	MEGA-MARATHON 100 TR ORAL
38727	PARICALCITOL 2 MCG CAP
47584	DOCUSIL ORAL
76286	CASTOR OIL 100 % ORAL
9180	ASPIRIN 500 MG TABLET
1305	NITROGLYCERIN 0.6 MG/HR TRANSDERM 24 HR PATCH
400005	CEFAZOLIN 1G IV IN D5W
104473	BUPRENORPHINE 4 MG-NALOXONE 1 MG SUBLINGUAL FILM
12296	MELATONIN 1.5 MG TABLET
410015	PIPERACILLIN-TAZOBACTAM 4.5 G IVPB
38939	MEGESTROL 625 MG/5 ML ORAL SUSP
93971	LIVALO ORAL
75585	BUTALBITAL-ACETAMINOPHEN-CAFF ORAL
40318	SUNITINIB 25 MG CAPSULE
400585	PROPOFOL INFUSION
59354	REFRESH OPHT
13590	MAGNESIUM 100 MG TABLET
12842	CEVIMELINE 30 MG CAPSULE
91201	TAPENTADOL ER 100 MG TABLET,EXTENDED RELEASE,12 HR
11398	CIPROFLOXACIN 0.3 % EYE DROPS
78213	MARAVIROC 300 MG TAB
5967	TRIAMCINOLONE ACETONIDE 0.025 % LOTION
51434	INDOCIN ORAL
42790	BACITRACIN TOP
42481	ATROVENT HFA INHL
41224	ALGINIC ACID MISC
9746	PROPOXYPHENE N-ACETAMINOPHEN 100 MG-650 MG TAB
27460	RELPAX 40 MG TABLET
12518	CALCIUM ACETATE-ALUMINUM TOPICAL PACKET
60711	SODIUM BICARBONATE (ANTACID) MISC
12064	FLUNISOLIDE 25 MCG (0.025 %) NASAL SPRAY
2908	KETOCONAZOLE 200 MG TABLET
15153	P-AMINOBENZOIC ACID 500 MG TAB
49475	FLUOCINONIDE TOP
65324	OMEGA-3 ORAL
9437	FLUVASTATIN 40 MG CAPSULE
103728	HYDROCODONE-HOMATROPINE 5 MG-1.5 MG/5 ML (5 ML) SYRUP
36385	CINNAMON BARK 500 MG CAP
107994	PSYLLIUM HUSK 6 GRAM ORAL PACKET
59585	REVLIMID ORAL
44687	CEFTIN ORAL
84977	CALCITRIOL 3 MCG/GRAM OINTMENT
65467	AMITIZA 24 MCG CAPSULE
47265	DICLOFENAC SODIUM (BULK) MISC
7340	THIAMINE 250 MG TAB
14286	FERROUS GLUCONATE 300 MG (35 MG IRON) TABLET
55474	NEPRO ORAL
81660	SUBCUTANEOUS INSULIN PUMP
15104	HYDROCORTISONE-PRAMOXINE 1 %-1 % LOTION
36517	LEVALBUTEROL 1.25 MG/0.5 ML NEB SOLUTION
60439	SIMETHICONE ORAL
5516	THEOPHYLLINE 200 MG TAB
42604	AXID ORAL
57453	PERSANTINE ORAL
45261	CHONDROITIN SULFATE ORAL
29989	LEVONORGESTREL-ETHINYL ESTRADIOL 0.15 MG-30 MCG TABLETS,3 MONTH PACK
53482	MAGNESIUM CHLORIDE ORAL
10049	CALCIUM-MAGNESIUM-ZINC TABLET
26287	NUT.TX.GLUC.INTOL,LAC-FREE,SOY ORAL LIQUID
99248	PRENATAL-1 ORAL
75962	HYDROMORPHONE IN 0.9 % NACL 30 MG/30 ML PCA IV SOLN
62856	TRIHEXYPHENIDYL ORAL
17989	LANOLIN ANHYDROUS TOPICAL OINTMENT
93786	FENOFIBRATE NANOCRYSTALLIZED 160 MG TAB
63092	TUSS-DM ORAL
50114	GINGER EXTRACT ORAL
51057	HYDRALAZINE-RESERPINE-HCTZ ORAL
82242	NIFEDIPINE 2% CREAM
11331	ANTIPYRINE-BENZOCAINE 5.4 %-1.4 % EAR DROPS
86102	SAVELLA ORAL
78690	PERFOROMIST INHL
53095	LISINOPRIL-HYDROCHLOROTHIAZIDE ORAL
40099	MELOXICAM 7.5 MG/5 ML ORAL SUSP
86556	AMINO ACIDS-PROTEIN HYDROLYSATE 15 GRAM-72 KCAL/30 ML ORAL LIQUID
106643	BRINZOLAMIDE 1 %-BRIMONIDINE 0.2 % EYE DROPS,SUSPENSION
51112	HYDROCORTISONE (BULK) MISC
662	DICLOXACILLIN 500 MG CAPSULE
1590	HEPARIN (BOVINE) 1,000 UNIT/ML INJECTION
30499	MISCELLANEOUS MEDICAL SUPPLY TOPICAL GEL
13589	CLINDAMYCIN PHOSPHATE 1 % TOPICAL SWAB
54130	METHOTREXATE LPF INJ
3999	NUTRITIONAL SUPPLEMENTS ORAL LIQUID
46425	CYANOCOBALAMIN-METHYLCOBALAMIN SL
94348	LACOSAMIDE 10 MG/ML ORAL SOLUTION
6149	NYSTATIN 500,000 UNIT TABLET
85881	EPA-DHA 720 ORAL
18820	NEOMYCIN 3.5 MG-POLYMYXIN 10,000 UNIT-HYDROCORT 10 MG/ML EYE DROP,SUSP
59628	RIBAVIRIN ORAL
14539	VITAMIN E 400 UNIT TABLET
56751	OXYGEN-AIR DELIVERY SYSTEMS MISC
78632	GLIPIZIDE (BULK) MISC
31701	PEGINTERFERON ALFA-2A 180 MCG/0.5 ML SUB-Q KIT
90406	VITAMINS A & D3 IN COD LIVER OIL 1,250 UNIT-135 UNIT CAPSULE
74003	LANCETS & BLOOD GLUCOSE STRIPS COMBO PACK
3674	COD LIVER OIL CAP
10943	GRISEOFULVIN MICROSIZE 250 MG TAB
38857	LIPASE-PROTEASE-AMYLASE 468 MG (8,000-30K-30K UNIT) TABLET
99150	OMEGA-3-DHA-EPA-LUTEIN-ZEAXANTHIN 500 MG-5 MG-1 MG CAP
93272	HYDROMORPHONE ER 12 MG TABLET,EXTENDED RELEASE 24 HR
62459	TOBRADEX OPHT
8727	DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM
50075	GERITOL ORAL
97295	CLARITIN LIQUI-GEL ORAL
101681	NETTLE, STINGING MISC
96572	BROMOCRIPTINE 0.8 MG TABLET
16379	CYANOCOBALAMIN (VIT B-12) 1,000 MCG SUBLINGUAL TABLET
85099	TOVIAZ 4 MG TABLET,EXTENDED RELEASE
81256	AMOXICILLIN (BULK) MISC
13274	FROVATRIPTAN 2.5 MG TABLET
5648	MICONAZOLE NITRATE 2 % TOPICAL POWDER
19367	KETOCONAZOLE 1 % SHAMPOO
55159	NASACORT AQ NASL
103038	MORE-DOPHILUS ORAL
15478	OCTREOTIDE ACETATE 200 MCG/ML INJECTION
62125	TESTOSTERONE CYPIONATE (BULK) MISC
52846	LEVODOPA ORAL
54204	METOPROLOL TARTRATE (BULK) MISC
106816	HUMULIN R U-500 "CONCENTRATED" SUBQ
16985	ALUMINUM HYDROX-MAGNESIUM CARB 254 MG-237.5 MG/5 ML ORAL SUSP
85396	SOD & POT CHLORIDE-SOD CIT-MVI 40 MG-20 MG-65 KCAL/2.5 G POWDER PACK
72610	PREDNISOLONE 15 MG DISINTEGRATING TABLET
44205	CALCIUM SOFT CHEW ORAL
3593	MORPHINE 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS
21607	MORPHINE ER 90 MG MULTIPHASE 24 HR CAP
108104	DULCOLAX (BISACODYL) ORAL
93760	ZEGERID OTC ORAL
400100	AZTREONAM IVPB
55496	NESTABS FA ORAL
85373	PNV COMBO NO.13-IRON-FA-DHA 29 MG-1 MG-250 MG ORAL COMBO PACK
10915	NAFCILLIN 2 GRAM INTRAVENOUS SOLUTION
111558	FLUZONE HIGH-DOSE 2014-15 (PF) 180 MCG/0.5 ML INTRAMUSCULAR SYRINGE
16896	DIAZEPAM 10 MG RECTAL KIT
55292	NATURE-THROID ORAL
74271	BENGAY GREASELESS TOP
10927	QUINAPRIL-HYDROCHLOROTHIAZIDE 20 MG-25 MG TABLET
27758	FINACEA 15 % TOPICAL GEL
107143	NAMENDA XR 28 MG CAPSULE SPRINKLE,ER 24HR
7201	CALCIUM ACETATE 667 MG TABLET
46566	DAILY-VITE ORAL
23832	NEOMYCIN-BACITRACIN-POLY-HC 3.5 MG-400-10,000 UNIT/G-1 % EYE OINTMENT
14283	PERINDOPRIL ERBUMINE 2 MG TAB
18438	LYSINE 500 MG TAB
41805	ANCEF IV
